word,occurence
"parlar""",2.0
atorgarà,1.0
d’or,1.0
l’expresidenta,1.0
https://t.co/iFxOrbqCdU,1.0
"""L’Alberto",1.0
llavo…,1.0
investiguen,2.0
"Cultura,",1.0
"Borràs,",1.0
l'Institut,1.0
Lletres…,1.0
@LauraCullell:,2.0
"esforci,",1.0
aconseguirà,1.0
Lorena,2.0
Roldán,1.0
"(Cs): ""Aquí",1.0
escortats,1.0
"policia,",2.0
"'scraches',",1.0
"""CDR,",1.0
guardians,1.0
"fe?"",",1.0
"l'ARA
https://t.co/bBZYYMGTV7",1.0
miembros,1.0
manada,1.0
impunidad,1.0
"violar,",1.0
agredir,3.0
pase,1.0
indepe…,1.0
ENTREVISTES,4.0
Tarrés:,4.0
‘L’Adri,4.0
turc,4.0
casa’,4.0
https://t.co/TJr…,4.0
SENSE,2.0
VEURE'NS,2.0
s'escriuen,2.0
ells!,2.0
https://t.co/g2t74bqezh,2.0
Delgado:,1.0
comunistes,1.0
"estat,",2.0
d'independentistes',1.0
http://t.co/uOFmvowuIX,1.0
http://t.co/DZzuYCwSf7,1.0
Derrotisme,1.0
'llançar,1.0
tovallola',1.0
@jcasulleras,2.0
‘Sóc,1.0
xarnego,1.0
derrota',1.0
https://t.co/Q7buJfS…,1.0
'Veig,2.0
símptomes,2.0
suporta,2.0
–els,2.0
"importants,",2.0
poc…,2.0
Herrera,1.0
"Constituent,",1.0
http://t.co/g8OAWCipRA,1.0
Llengua,2.0
acusar-la,2.0
‘filoterrorista’,2.0
https://t.co/gBssEUDNSA,2.0
Antena,1.0
dibuixos,1.0
‘Història,1.0
"Catalunya’,",1.0
"1988,",1.0
‘adoctrinament’,1.0
https://t.co/QMJXkQePnV,1.0
https://t.co/aD…,1.0
Agredeixen,1.0
https://t.co/ytTMLpY5Yk,1.0
redactats,1.0
lleis,2.0
suspeses,2.0
enfrontament,1.0
l'execu…,1.0
"Forcadell,",4.0
d’Estrasburg,1.0
ll,1.0
https://t.co/8QbUyKRoix,1.0
raons,5.0
'Sí',1.0
https://t.co/5njTjYPPUN,1.0
Joseba,1.0
Azkarraga:,1.0
'L’estat,1.0
perdonarà,1.0
"d’enfrontar-s’hi'
https://t.co/i2DxNasOD0",1.0
(@CarlesMundo),1.0
https://t.co/ggfqK0YS0o,1.0
Maria,3.0
Esquirol:,1.0
‘L'1-O,1.0
"exemplar,",1.0
"política,",3.0
"paradigmàtica,",1.0
muller,2.0
ingressa,2.0
l’espera,3.0
https://t.co/y80EEt…,2.0
pressa?,1.0
II,1.0
Diez,1.0
https://t.co/MbVDsUp3UB,1.0
@ferrantorrentll,2.0
'Quan,2.0
escric,3.0
"passarà,",2.0
emocionant,2.0
mi',2.0
@ncadenes,2.0
Ricardo,1.0
desada,1.0
arxius.,1.0
Juntament,1.0
"caps,",1.0
trenta-cinc,1.0
copresidenta,1.0
"d'esquena,",2.0
"@CatalanCouncil.
No",2.0
cert;,2.0
mireu,5.0
SG,2.0
@martarov…,2.0
@RamonCotarelo.,1.0
arreglats,1.0
GREU,1.0
expedientés,1.0
#27oTV3,1.0
https://t.co/XYcW7ozZ15,1.0
@astridbierge,1.0
girl.,1.0
"objectiva,",1.0
negativisme,1.0
Caram,1.0
tropa,1.0
moralista.,1.0
n'adonen,1.0
https://t.co/66YREyBAiV,1.0
d’Exteriors,2.0
inhabilitació,2.0
Torrent.,1.0
t'enganyin,1.0
https://t.co/I2FvOCyUTl,1.0
"Riba,",1.0
retransmetre,1.0
miserable...,1.0
https://t.co/HSPrA5sm3R,1.0
fundant,1.0
https://t.co/YzCJeDYLuC,1.0
Se’n,1.0
PRINCIPIS.,1.0
L'agència,1.0
tributària,1.0
aflorar,2.0
milions.,1.0
buscat.,1.0
saben.,1.0
https://t.co/eFJln25p6h,1.0
"Portet,",2.0
dir.,1.0
intervingut,2.0
AL,2.0
BAR?,1.0
"rendició

https://t.co/yUGz2uk97M",1.0
https://t.co/1ijiGzkBrt,1.0
https://t.co/JDWuXpcGzm,1.0
Universitat.,1.0
#8M,1.0
https://t.co/nJqCsKnBha,1.0
‼️@KRLS,1.0
https://t.co/vfdDgzJbrh,1.0
CatDem,2.0
refundacions,2.0
https://t.co/c5KCJ2hacg,1.0
@EvaKendallBcn:,1.0
"any,em",1.0
quedo,1.0
@cupnacional.Era,1.0
això.Ho,1.0
Julián,3.0
Melgar,3.0
insistit,3.0
"""si",5.0
reiteren,4.0
"desobediència""",3.0
autors,3.0
trobaran…,3.0
https://t.co/VEDDQyGhxV,3.0
Rivera,2.0
Gener…,1.0
Expectació,1.0
caserna,1.0
@joanignasielena,1.0
PNR,1.0
compareguin,1.0
https://t.co/uYGA0qe5Cr,1.0
degana,1.0
«l'atzar,1.0
pur»;,1.0
@aidam…,1.0
«Tornant,2.0
"Mèxic»,",2.0
https://t.co/efVCvChdp5,2.0
territoris,1.0
"reben,",1.0
liquidació,2.0
finançame…,1.0
.@junqueras,3.0
trasllada,1.0
conselleres,4.0
https://t.co/UuLjHjNyKV,2.0
instrucció,1.0
oral,1.0
https://t.co/wWJaSTFbaT,1.0
processament,1.0
Trapero,2.0
https://t.co/f7Ith1z51N,1.0
Col·lectiu,2.0
(@CollectiuPraga),1.0
l'Estat»,1.0
càmera,3.0
Guindos,2.0
constaten,2.0
jornades,3.0
@CdEconomia;,1.0
«Independentisme,1.0
"'simbòlic'»,",1.0
d'@ireneramentol,1.0
https://t.co/Vg6YanMsbB,1.0
Ingrés,1.0
immediat...,1.0
privilegi,2.0
tercer,2.0
grau?,1.0
d'Urdangarin;,1.0
desbordar,1.0
"""serenor"",",1.0
@PepMartiVall,1.0
«per,1.0
salut»,1.0
«30,1.0
minuts»,1.0
https://t.co/XCo4qwCKoF,1.0
d'Altafulla,1.0
"l'@AMI__cat,",1.0
@JonathanO…,1.0
9-N,2.0
"l'octubre
https://t.co/av1LQGLxCo",1.0
Aragó,3.0
Sixena,3.0
traslladin,3.0
Monestir,3.0
https://t.co/WBxVvAxJUM,3.0
«Carta,2.0
1.109.732,2.0
d’Arrimadas»;,2.0
d'Albano-Dante,2.0
"(@AlbanoDante76),",2.0
debuta,2.0
@n…,2.0
"l'ANC»,",1.0
https://t.co/9wGCqiNGqg,1.0
@Cuatro,1.0
maquinària,1.0
"mediàtica""",1.0
impedeix…,1.0
s'activarà,2.0
d'adherits.,1.0
"25.000
https…",1.0
sindicat,1.0
@jusapol,1.0
garantirà,1.0
«necessitats,1.0
bàsiques»,1.0
expresidents;,1.0
https://t.co/ZPCVABEUbc,1.0
'Gènesi',1.0
"TV3»,",1.0
@francesccanosa,1.0
https://t.co/Vj9merR8Xp,1.0
repeteixen,1.0
membres;,1.0
https://t.co/FKr…,1.0
l'amnistia,1.0
Montoro...,1.0
"Valtonyc,",2.0
«Fariña»,2.0
Arco:,2.0
d'expressió;,2.0
@eplantada,2.0
https://t.co/xwKp…,2.0
citats,1.0
https://t.co/c0ep8yQl3w,1.0
@CuriosaMirada:,1.0
"colegio,CONCERTADO,",1.0
LGTBIfobia,1.0
“fanatismo,1.0
"musulmán”
https://t.co/qGdNwZ2Kfh",1.0
@lamarea…,1.0
CSQP!,1.0
autonòmic?,1.0
anticonceptius,1.0
hormonals,1.0
masculins,1.0
replantejar,1.0
s'empren,1.0
femenins,1.0
parla.,1.0
@Apujolmas:,1.0
ava…,1.0
d'indignar-se,1.0
S'han,1.0
d'imaginar,1.0
SEVA…,1.0
https://t.co/853qlKin…,2.0
https://t.co/xpf4iEVEev,2.0
@VMatterfilm:,2.0
dispuesta,2.0
asesinar,2.0
independizan,2.0
definitivamente?.,2.0
pregunta.,5.0
ALERTA,1.0
"#StopDesahucios
Hoy",1.0
oct.,1.0
"8h
#SoluciónParaMaría",1.0
"
c/Cavallers",1.0
"76
&lt;M&gt;L3",1.0
"Cristina
TMB",1.0
63-78,1.0
Av,1.0
"Pedralbes-
Bosch…",1.0
@robot_indepe:,1.0
contenidor,1.0
ciutadella,1.0
@QuimMonzo:,1.0
"
Avui",2.0
"lògic,",2.0
"compensar,",1.0
@gabrieljene:,2.0
Dimecres,3.0
tindre,1.0
@Salvavendrell,1.0
@eixosbcn,1.0
Àngel,2.0
Garro,1.0
@PIMECome…,1.0
@CVenturaCAT:,1.0
Divendres,3.0
xerrada,1.0
"d'Hostaleria,",1.0
d'@UGTgi,1.0
@CUPTorroella,1.0
Constituent.,1.0
"República?

(Fes",1.0
"col·laboració"",",1.0
M'agrada!,1.0
@SentitCritic!,1.0
https://t.co/yUIMzJn51y,1.0
d'inscrits.,1.0
25.000.,1.0
l'enganyifa?,1.0
"

https://t.co/2HcPRKCt9x",1.0
bàndol,1.0
repressor,1.0
https://t.co/VBvS0L3sUR,1.0
desorientada,1.0
rumb:,1.0
https://t.co/UDRfiRNWGD,1.0
demostra!,1.0
Atenció,1.0
'càncer',1.0
adjectiu,1.0
https://t.co/eMfrj4jOM8,1.0
ESTRATÈGICA.,1.0
contribueix,1.0
constant.,1.0
esbrineu,1.0
primàries...,1.0
#JuanPalomoGraupera,1.0
https://t.co/YZyrmbCEUa,1.0
@Assemblea,1.0
"""esmena",1.0
"política"",",1.0
@PrimariesCAT,1.0
https://t.co/Ny4JWTcnkQ,1.0
divendres!!!,1.0
miqueta,1.0
#barcelona,1.0
#festa,1.0
#nit,1.0
#presidentMas,1.0
#judici9ntv3,1.0
https://t.co/K2pKRBuINj,1.0
"Concretament,",1.0
https://t.co/oRZv7MjPQM,1.0
complicat,2.0
Geni,1.0
https://t.co/p5VaHvDQ7K,1.0
guapes!!!,1.0
felicitat!!!,1.0
projecte...,1.0
Bernat.,1.0
https://t.co/WB1plIMDhV,1.0
reciprocitat,1.0
BCN-Generalitat.,1.0
Proposar-ho,1.0
tard.,3.0
https://t.co/UcarSLskow,1.0
manipular?,1.0
cortesia,1.0
"vas,",3.0
aprofites,1.0
teva.,1.0
t'obliga,1.0
@PDCBreda:,1.0
DONES,1.0
#breda,1.0
#TotSants,1.0
https://t.co/EOYyqe8pTF,1.0
PROU.,2.0
"no-nacionalista,",1.0
"europeista,",1.0
"obert,",2.0
"integrador,",1.0
"realista,",1.0
"llarg-terminista,",1.0
autodetermini…,1.0
"#FemXarxa:

@Merc_lamerc
@MartaJuliaBCN
@YrT7Ex3niJbdGprZ2Sv6HZEE6L42ZZp4wy7P0NPXRc=
@Rei_Nikochan
@LopezCanudas…",1.0
prisi…,1.0
#9N.,1.0
problema.,1.0
@esquerresxlaind:,1.0
@mgabriela_serra,1.0
"""Sí,",1.0
"diferències,",1.0
primar,1.0
d'acc…,1.0
"L'endometriosi,",1.0
https://t.co/27s9uCeII2,1.0
https://t.co/sXt4S9VZJc,1.0
"""bonisme""",1.0
top,1.0
manta,1.0
https://t.co/srw2i2g7lk,1.0
https://t.co/Ay1bZ8PYv9,1.0
flamenc,1.0
“llibertat,1.0
d’expressió”,1.0
cambra,1.0
“greu,1.0
incident,1.0
diplomàtic”,1.0
E…,2.0
compareixerà,1.0
https://t.co/VyHeYYYV2l,1.0
urbanitzar,1.0
bosc,2.0
cala,1.0
d'Aigua,1.0
"Xelida,",1.0
paisatge,1.0
favorit,1.0
"ràdio,",1.0
reglamentari,1.0
comunicacions,1.0
grav…,1.0
Àustria,1.0
https://t.co/EIOxBveuPe,1.0
acollirà,1.0
vigilar,1.0
"inapropiats
https://t.co…",1.0
esperàvem,1.0
"Palau""",1.0
Urdangarin,2.0
cursos,2.0
titulació,2.0
"ESADE
https://t.co/jz9JKdEsnG",1.0
https://t.co/hyLM8rg5Z4,1.0
Fiscal,2.0
Financera,1.0
https://t.co/qbaUH2OwIC,1.0
https://t.co/VTVS…,1.0
dedicarà,1.0
"ficció""",1.0
l'estrena,1.0
dos…,2.0
@JordiGraupera:,1.0
maniobrant,1.0
Bis,1.0
sortireu.,1.0
oferint-li,1.0
Declareu,1.0
independènci…,1.0
"🔴Ara,",2.0
@Jordi_Orobitg,1.0
#Parlament:,1.0
l’e…,1.0
❗Avui,4.0
👭🏛vam,1.0
"por✊🏼

Van",1.0
l'1O📩,1.0
poder;,1.0
at…,1.0
relato,1.0
judicial👨‍⚖,1.0
cocinó,1.0
Consejo,1.0
Ministros.,1.0
"corrupció,",1.0
ingenus.,1.0
buscava,2.0
escenificació.,1.0
"tots👫👭,",1.0
acollidor,1.0
#RefugeeDay,1.0
#DiaMundialdelRefug…,1.0
🔝,2.0
👇https://t.co/Xk9Oq6u0ff,1.0
"""Nuestro",1.0
compromiso,2.0
allá,1.0
posibles,1.0
inhabilitaciones.,1.0
renunciaremos,1.0
"""Potser",2.0
pressa,2.0
"voldríem,",2.0
lluny.,2.0
"rendim,",2.0
avança…,2.0
"""Vinc",1.0
l’exili…,1.0
📸Concentració,1.0
l’aniversari,1.0
@ForcadellCarme.,4.0
#Llib…,2.0
.@sergisabria,1.0
Madrid:,1.0
"voluntat,",1.0
desig,3.0
negativa,3.0
"#referèndum,",2.0
":""Si",1.0
bueno.,1.0
espejo,1.0
y…,3.0
🎙,1.0
eleccions📩,2.0
esclat,1.0
🎉 Avui,1.0
anys!,1.0
trebal…,1.0
reflexionant,1.0
"canviar-lo!

",1.0
@fjirl…,1.0
grocs🎗,1.0
"escola.

🗣",1.0
@anna_caula,1.0
diputats:,1.0
❗La,1.0
cedeixen,1.0
l'acta,1.0
tasca…,1.0
📸Avui,1.0
Compostela,1.0
d'@ehbildu,1.0
@obloque,1.0
teixint,2.0
l’atuodeterminació.,1.0
l’autodeterminació,1.0
"republicanes""",1.0
#Parlament…,1.0
📺Ara,1.0
encertada,1.0
"""Permanentment",1.0
construint,1.0
cosint,1.0
repu…,1.0
"""64%",1.0
participaran,1.0
l’última,1.0
l'alt,1.0
"percentatge,",1.0
mixta,1.0
d'economia:,1.0
“Tenim,1.0
aspectes,1.0
"💰pendents,",1.0
d'aques…,1.0
"""@Esquerra_ERC",2.0
rols,1.0
centrals,1.0
perspect…,1.0
genuïnitat,1.0
radicalitat,1.0
leg…,1.0
#laDiadaDelSí!,1.0
"presó.

Us",2.0
us…,1.0
"""Aplican",1.0
cesan,1.0
"#Govern,hay",1.0
"represión,¿cómo",1.0
"libres?""",1.0
@Alfre…,1.0
aspirante,1.0
esté,1.0
incomprensible.,1.0
anormales.,1.0
tendría,2.0
"""Vergüenza",1.0
"usted,",1.0
mofe,1.0
míting,2.0
pudría,1.0
🎥@junqueras​​:,1.0
condemnar,4.0
"jutjar,",1.0
convencerà,1.0
votar.Estic,1.0
conven…,1.0
@tardaobertaTV3.,1.0
https://t.co/dLoUZN8uY0,1.0
🎥@junqueras​,1.0
#CN_ERC:,1.0
segurs,2.0
#pressupostos.,1.0
llargs,2.0
75,1.0
"Quim.

🎗️No",1.0
🎗Els,2.0
136,1.0
119.,1.0
"

No",1.0
aturarem,1.0
quedeu…,1.0
“Ayer,1.0
abordado,1.0
"nacional,",1.0
📢Reserva't,1.0
data:,1.0
"2019!

🔝Conferència",1.0
"@junqueras🎗️
📍Sant",1.0
"Club
🕢19.30",1.0
'Muchos,1.0
comunes,1.0
autodet…,1.0
necessari…,1.0
📢 Som,1.0
"""Fem",2.0
cooperar,2.0
lliber…,1.0
⚠️Avui,1.0
Defensem-les,1.0
avancem!✊🏼,1.0
"#10Oct

🕕",1.0
"18h
📍Pg",1.0
Compa…,1.0
"1957,",1.0
celebrat,1.0
"món.
📢",1.0
#referèndum!,1.0
algún,3.0
ferry,2.0
🛳,1.0
‘a,1.0
ellos’,1.0
ahogando,1.0
destapar,1.0
"espanyol!
",1.0
@Joan…,1.0
ratificarem,2.0
🎥@ForcadellCarme:,1.0
d’honr…,1.0
"""Algú",2.0
sempre…,2.0
recuperem,3.0
insti…,1.0
"""Molts",2.0
l’honor,1.0
impol·luta.,1.0
Grande-Marlaska:,1.0
"""¿Es",1.0
normal🤔,1.0
lleguen,1.0
Zaragoz…,1.0
📰[ENTREVISTA]@ForcadellCarme:,1.0
'Això,1.0
#referèndum📩',1.0
🔊[ÀUDIO],1.0
"necessitem,",1.0
"@junqueras,…",1.0
"""L'excepcionalitat",1.0
impedint,2.0
actuem,1.0
🔴@martavilaltat,1.0
"""Aquí",1.0
unics,1.0
l’extrema,2.0
❗️Tothom,1.0
urnes🗳!,1.0
#VotoRepública,3.0
doblegaran,1.0
expressada,1.0
https://t.co/laq9…,1.0
#Cambrils,1.0
#NoTincPor,1.0
"massiu""",1.0
permite,1.0
tenga,1.0
romperle,1.0
corazón,1.0
👫👫,1.0
"Catalunya!

✊🏼",1.0
#FemLaRepública!,1.0
https://t.co/YxxX8lb…,1.0
Cospedal:,1.0
"""¿Cómo",1.0
deuda,1.0
militar💰,1.0
acumulada,1.0
reconocida,1.0
decideixes:,1.0
"#RajoyORepública

Mira",1.0
spot,1.0
@vicepresicat,1.0
"PP:""No",1.0
"Noruega,",1.0
perqu…,1.0
"l’eina,",1.0
l’objectiu,3.0
societat👭👬,1.0
investigat,1.0
l'Operació,3.0
#Cloa…,2.0
"famílies.

@MeritxellSerret,",1.0
@K…,1.0
📝@JoanTarda:,1.0
"""Pablo,",1.0
credibilidad,1.0
cuestión.,1.0
Tuve,1.0
declaraste:,1.0
participaría,1.0
"1-O""""👉http…",1.0
❗El,1.0
anul·lat,1.0
cànon,1.0
digital.,1.0
Defensarem,1.0
garantirem,1.0
"audiovisual!

#NovaRepúbli…",1.0
Estremera;,1.0
137,1.0
"nits.

No",1.0
descansa…,1.0
👤[PERFIL],1.0
l’@ernestmaragall?,1.0
vital,1.0
extensa,2.0
"posarà,",1.0
determinació…,1.0
@torrents_d:,1.0
incineradora,1.0
@Suguet:,2.0
cacau,1.0
cantó,1.0
"postconvergent,",1.0
explicar-se!,1.0
#FAQSneilTV3,2.0
[ANÀLISI],1.0
"@davidespinos
https://…",1.0
Torrent?,1.0
inapel·lable.,1.0
cicle,1.0
exhaurit,1.0
❓,1.0
¿Cuáles,1.0
grupos,3.0
actividad,1.0
Cataluña?,1.0
¿Cómo,1.0
organizan,1.0
batallar,1.0
"altius,",2.0
"""ells",2.0
"millor"",…",2.0
incidències,1.0
d’Antifrau,1.0
Daniel,1.0
Alfonso.,1.0
"detalls👇🏼
https…",1.0
@JoanLaportaFCB:,1.0
cercle,1.0
virtuós,1.0
esportiva,1.0
mediàtica,1.0
#somel80,1.0
d'@omnium.,1.0
àmplia.,1.0
@catalan_gov:,3.0
tarda!,2.0
Informem,2.0
@casaRepublica,2.0
https://t.co/mVdBNuTrN5,2.0
#Repub…,2.0
Beca,2.0
d'Estudis,2.0
Feministes,2.0
Nativitat,2.0
Yarza,2.0
recerca,4.0
https://t.co/zc0M8whuTa…,2.0
celebració,3.0
Estrem,1.0
preparant,1.0
"Irla,",1.0
lliurament,1.0
Memorial,1.0
"Companys,",1.0
molt+.,1.0
@ERC_BaixLlobreg:,1.0
represaliats/des,1.0
#ValorsRepublicans,1.0
#FemRepúbli…,1.0
"L'exèrcit,",1.0
l'Ensenyament,1.0
basat,2.0
sortirem!,1.0
elevada,1.0
"rebel·lió,",2.0
"ell,",2.0
predir,1.0
pactes,2.0
pactava,1.0
l'alliberació,1.0
amagueu,1.0
"

@Laura_Bertrana
@PaComProBar
@MariaVal34
@VierSaCaXa
@MartoNaXi

🔁",1.0
Viernes,1.0
10:20h,1.0
#CiutatDeLaInjusticia,1.0
dar,1.0
Ramiro,1.0
Perea,1.0
@iaioflautas,1.0
https://t.co/LoyBwRDxDm,1.0
‘De,1.0
eixir,1.0
l’atzucac,1.0
"situat,",1.0
ERC.’,1.0
https://t.co/EPJf0wZ92O,1.0
"bufa,",1.0
muntem,1.0
forat.,1.0
tindreu,1.0
triar.,1.0
https://t.co/mIwFkaj6jy,1.0
@JorgeFdezDiaz,1.0
"#26J:

-",1.0
Dice,1.0
"ERC
-",1.0
Confirma,2.0
"franquismo
-",1.0
Puede,1.0
perjudicar,1.0
Retuit.,1.0
guanyo,1.0
"torno"".",1.0
"Ok,",1.0
cames.,1.0
Merci.,1.0
Bildu,2.0
BNG.,1.0
Realment,1.0
"fos,",1.0
estudiaria.,1.0
"corren.

RT",1.0
Luther,1.0
King,1.0
l'institució.,1.0
L'han,1.0
"màster,",1.0
"plena,",1.0
alumnes!,1.0
🤦‍♂️,1.0
https://t.co/FXwY8jvPdd,1.0
fundació,2.0
@catdem.,1.0
Moments,1.0
catalanisme!,1.0
"RETALLADES,",1.0
RETALLADES!,1.0
https://t.co/I0nI8NvdLv,1.0
BRUTAL!,1.0
punxades,1.0
https://t.co/LE1cTNML3o,1.0
juntes,1.0
l'@Assemblea...,1.0
https://t.co/MNHn4zl8h0,1.0
@SusannaBarreda,1.0
Marc.,2.0
Pena,1.0
"conseller"".",1.0
intolerable!,1.0
convertit,2.0
braç,1.0
armat,1.0
https://t.co/EyCexkxxzD,1.0
"l'agost,",1.0
@JaumeAlonsoCuev,1.0
"""tardor",1.0
"calenta"".",1.0
deixessiu,1.0
"màgic,",1.0
"imbècils!

https://t.co/ipOATb7WAA",1.0
prioridades,1.0
https://t.co/6ky9ND0LA3,1.0
RECOMANABLE,1.0
Súmate,1.0
invent,1.0
conservadores,1.0
https://t.co/w3mqQTzcox,1.0
"@JaumeClotet,",1.0
suposats,2.0
82.209€,1.0
"anuals

https://t.co/uwQxbKKj7L",1.0
https://t.co/YrV4684FH4,1.0
d'allunyar-nos,1.0
temptació,1.0
@mossos”,1.0
"Facebook:

1.",1.0
Creen,2.0
(Laura,1.0
"Abella,",1.0
"seguidor)
2.",1.0
Fan,1.0
negatius,1.0
"
3.",1.0
"Laura

#Hackers",1.0
https://t.co/1tKQOBQWvK,1.0
gurús,2.0
multimèdia,1.0
"passejar,",1.0
curiosament,1.0
"aquests:

-",1.0
compromet,1.0
"aplicar"".

Apliquin",1.0
https://t.co/1eaViXR7Ht,1.0
"Andrés,",1.0
"

@BrugatJordi
@ElVaporCat
@Conxita_Lloret
@CarlotaFernBCN
@LolaMart023",1.0
president!!!,1.0
https://t.co/3ddvQYW4vD,1.0
mou…,1.0
Informe,1.0
opinadores,1.0
RECOMPTE,1.0
MARÇ-ABRIL,1.0
#ONSÓNELSHOMES,1.0
Abril:,1.0
77%,1.0
l’opinió,1.0
firmada,1.0
@naciodigital!,1.0
goig,1.0
recomptar-vos,1.0
"paritària!
#representativitat",1.0
"
https…",1.0
@monicapalacin29:,1.0
Roda,1.0
ferm,2.0
https://t.co/IBt5ty439b,1.0
Notícies,1.0
Col·legi,2.0
Periodistes,1.0
"Catalunya

Un",1.0
rodona,1.0
@I_CSC,2.0
!!!!,1.0
s’exerceix,1.0
💪🏽💪🏽💪🏽💪🏽,1.0
@Martonaxi:,1.0
Claris,1.0
"que:
-",1.0
"escales
-",1.0
agressi…,1.0
@AVGMEXBCN:,1.0
👉#Expresident,1.0
aclarar,1.0
#JuntsXCat,1.0
coalición,1.0
@Fotlipouweb:,1.0
"""Constantment,",1.0
argument:,1.0
dividida,1.0
"""p…",2.0
@sergimulero:,1.0
"britànica,",1.0
Theresa,1.0
"May,",1.0
l’ajornament,1.0
Brexit,1.0
@TsarinaNu:,1.0
putada,1.0
"castellà!!
No",1.0
dret!,1.0
1),1.0
l'IPC,1.0
pressupostos…,1.0
falso,1.0
Departament,2.0
d'Ensenyament,1.0
cambiado,1.0
lingüístico,1.0
presentado,1.0
documen…,1.0
@cgtbus:,1.0
tranvia,1.0
privat?????????????,1.0
@MartaMadrenas:,1.0
roses.,1.0
precintar,1.0
https://t.co/S3X9T…,1.0
@Avvenire_NEI,1.0
https://t.co/3E6qS7pGSM,1.0
Verds,1.0
—,1.0
Aliança,1.0
parlarà,2.0
#TaxJu…,1.0
"@parlament_cat,",1.0
guardonada,1.0
Coppieters,1.0
Award,1.0
@IdeasForEurope,1.0
https://t.co/Jyph…,1.0
@masademocrata:,1.0
Espejo,1.0
"Público,",1.0
llama,2.0
"""turba",1.0
"independentista""",1.0
cientos,1.0
colocan,1.0
rótulo,1.0
'Minist…,1.0
@salvadorcot:,1.0
MOLTA,1.0
ATENCIÓ!!!:,1.0
Guanya,1.0
46%,1.0
"vots,",1.0
votació:,1.0
https://t.co/3Q…,1.0
@linarestc:,2.0
transversal,1.0
llei.,2.0
"prioritari,",1.0
"ara?

(Fes",1.0
"#FemXarxa:

@PilarGP_",1.0
"
@axvilaseca",1.0
"
@GKrles",1.0
"
@Kumatopa1",1.0
"
@FrankPine3",1.0
«Les,1.0
produint»,1.0
https://t.co/gb2IxyRLqC,1.0
meravella,1.0
#SenseFiccioTV3,1.0
https://t.co/CgVEHQ5aM8,1.0
"""tocaments""",1.0
https://t.co/ljTGkB4zof,1.0
https://t.co/Jmoyrn52Qt,1.0
#Respect,1.0
https://t.co/hoNvjDJ48J,1.0
Próximamente,1.0
Villarreal,1.0
Madrid...,1.0
https://t.co/WiCqhTveDC,1.0
Impressionants,1.0
repassades,1.0
SUBLIM!,1.0
https://t.co/ejiRaL34be,1.0
inventar-se.,1.0
.@martapascal,1.0
"""ideològics""",1.0
"“instrumentals""",1.0
"
@FreeForn
@FreeRomeva",1.0
"
@FreeForcadell",1.0
"
@FreeRull",1.0
"
@FreeBassac",1.0
"
@FreeTurull",1.0
"
@FreeCuixart",1.0
Encertada,1.0
gratuïta.,1.0
Ataquen,1.0
Turquia,1.0
d'“Al·là,1.0
https://t.co/d8J3iQh2je,1.0
assenyaleu,1.0
feu-vos,1.0
"vídeo:

https://t.co/gYnFMpQTLB",1.0
https://t.co/hdOaqBgbXk,1.0
Prometre,1.0
4.000,1.0
Entregar-ne,1.0
180.,1.0
más!,1.0
"😅😓

https://t.co/NsvHqdCeAI",1.0
https://t.co/9WBtbIMoZA,1.0
"Buch,",1.0
qüestionada,1.0
desavinences,1.0
alarma,1.0
6h,1.0
encendre,1.0
olor.,1.0
https://t.co/IhB30vbKad,1.0
@govern:,6.0
#ConsellperlaRepública:,1.0
@QuimGarcia14:,1.0
desorienten,1.0
CDC-PDeCAT-ANC-JxCat-Crida.,1.0
darre…,1.0
poètic,1.0
"""Perquè",1.0
"demòcrata"".…",1.0
❗️COE’s,1.0
Commissioner,1.0
calls,1.0
investigate,1.0
allegations,1.0
disproportionate,1.0
use,1.0
force,1.0
Garanties.,1.0
https://t.co/wUBq5yBujR,1.0
@jordisanchezp.,2.0
https://t.co/xMIAs9rdcw,1.0
Colpit,1.0
d'haver-lo,1.0
mans.,1.0
"avi,",1.0
Jesús,2.0
Romeva.,1.0
66.589,1.0
"Memòria,",1.0
justícia…,1.0
mans'.,1.0
"
https:…",1.0
"aixecar-se,",1.0
superar-se,1.0
veí,4.0
ba…,1.0
hisenda,1.0
💻Ja,1.0
web!,1.0
consultar-la,1.0
https://t.co/yINxrcd0Du,1.0
"

#FreeJunqueras",1.0
https://t.co/i9UUVpRJ8L,1.0
@agrupacioveins1:,1.0
"Existim,",1.0
fantasmas,1.0
#,3.0
botellón,1.0
atracament,1.0
https://t.co/F4RV3tUVdc,1.0
FRAU,2.0
LES,3.0
ELECCIONS,2.0
ANC?,2.0
cacics,2.0
Alsina,2.0
ocultat,2.0
informa…,2.0
involució,1.0
greu…,1.0
#19JAlertaFeminista,1.0
masclista!,1.0
https://t.co/e8LpDdKq…,1.0
"empresonats,",3.0
estimen.,1.0
Ma…,2.0
retiene,1.0
condenado…,1.0
Comú?,1.0
apuesta,1.0
transporte,1.0
herramienta,1.0
frenar,3.0
cambio,2.0
climático,1.0
https://t.co/w1PfyxPhMd,1.0
Tornen,2.0
crits,2.0
Esteve,3.0
https://t.co/LvafMtk3cP,1.0
OPINIÓ:,1.0
"'Claredat',",1.0
https://t.co/NyP5xXMRJT,1.0
https://t.co/ahuZZ2MjK8,1.0
@marcdosan:,1.0
