word,occurence
parles,8.0
mi.,5.0
Acusar,6.0
opina,2.0
"lleig,",3.0
“jove,1.0
promesa”,1.0
.@Laciutat,1.0
escoltant,1.0
tertúlia,8.0
dubte:,1.0
l'Albert,2.0
Lesan,1.0
representa?,1.0
Falange?,1.0
@perecullera,4.0
"m’agrada,",3.0
admetis,1.0
menties,1.0
sabut,5.0
l’ATM.,1.0
proper,11.0
"cop,",5.0
acurat,1.0
Pere.,1.0
@PauErrekerre,3.0
"l’1O,",3.0
vingut,7.0
puresa,2.0
t’acompanyi.,1.0
premia,1.0
"vulguis,",3.0
22-CUP,1.0
0.,2.0
"rotllo,",2.0
encausats,6.0
malversació,1.0
l’infantilisme,1.0
pretendre,1.0
partida,4.0
falta.,2.0
responsabilitat,8.0
parlem.,4.0
Pren-te,1.0
pastilleta,5.0
deixin,5.0
portin,1.0
l’ATM,2.0
votació,10.0
Ple.,1.0
aleshores,4.0
bloqueig,4.0
inexistent.,2.0
Mentider!,1.0
@Carles_M_G,1.0
això!,2.0
https://t.co/iIWyIekFSx,1.0
@FemSantAntoni,4.0
@resistimalgotic,1.0
@sindicatdebarri,1.0
@GHabitatgeSants,2.0
@HabitatgeGracia,2.0
@HabitatgeVKK,1.0
ciutat?,5.0
podéis,4.0
checkear,1.0
perfil!,1.0
@toniaira,4.0
"cutre,",1.0
Toni,7.0
@naciopolitica,23.0
veuen,3.0
conspiracions,1.0
arreu...,1.0
curiós,5.0
@solidaritatcat,1.0
roda,9.0
aliena...,1.0
@epaluzie,4.0
credibilitat,4.0
mala,29.0
TRAÏDORS,1.0
Prosa,1.0
autonomista,8.0
"Jxcat,",1.0
next,1.0
@EPCatalunya,1.0
obstaculitzava,1.0
plans,3.0
@KRLS?,10.0
pintura!,1.0
https://t.co/ukJMZ7ZiE2,1.0
Lògic.,1.0
@JordiGraupera?,6.0
155!!,1.0
@manuelvalls,9.0
França,4.0
cosa...,1.0
@ICatalans,2.0
"sabem,",1.0
havies,2.0
fetes.,1.0
inculpar,1.0
semblem,1.0
nens,6.0
filets,1.0
magics,1.0
@AvellanaTGN,6.0
@antxonrodriguez,6.0
@3N4ICM4u41,6.0
garanteix,6.0
alcaldia,6.0
(Cs,1.0
donarien,1.0
minoria),1.0
possibilitat,5.0
Albiol,17.0
Badalona,13.0
Esperanza,4.0
Aguirre,3.0
Deixem,7.0
governa,6.0
recull,3.0
(en,1.0
governin.,1.0
Mira,10.0
governava.,1.0
dit.,5.0
t’he,6.0
tregui,1.0
sumi,5.0
"21,",2.0
"tots,",6.0
@este_ana,1.0
@MontseDeJuan2Mo,1.0
diferència.,2.0
L'@AlfredBosch,11.0
"l'oposició,",2.0
EPIC,1.0
FAIL,1.0
https://t.co/7IeGZjBtl6,1.0
@CUPBerga,1.0
cola,4.0
"companys,",3.0
acatament,3.0
manual,2.0
Expliqueu,1.0
quedeu,3.0
mitges.,1.0
"@neusmunte,",1.0
"""l'1-O",1.0
"referèndum"".",1.0
barra!,3.0
@GenisBoadella,2.0
"candidat,",6.0
compromesa,3.0
tu!,7.0
@mvidal80,10.0
@EUiA_cat,2.0
@CatEnComu_Podem,2.0
demostri,2.0
s'absorveix,1.0
demanda,14.0
metropolitana..,1.0
besòs,1.0
verd,1.0
#llautó.,1.0
Treure,1.0
bus/metro,1.0
assumir,7.0
conseqüències.,1.0
Pascal,6.0
Santi,13.0
Vila.,2.0
deixaràs,1.0
tirat?,1.0
@ViolantCervera,1.0
@Anna_Erra,1.0
@antonireig,1.0
@jordisendra,1.0
@duduipa,1.0
Artur,16.0
Doraemon,1.0
Goku,1.0
afegit!!,1.0
Explíca’ns,1.0
Neus.,2.0
"

https://t.co/BWALFNYMsl",1.0
@ISGLOBALorg,1.0
d'arreglar,1.0
Raül,1.0
l’Oriol?,1.0
Tacticisme,1.0
referèndum?,1.0
Diria,9.0
gaires,4.0
@CiutadansBCN,3.0
@greenpeace_esp,5.0
"estudis,",1.0
provindrien,3.0
transports,1.0
públics.,1.0
Pensar,1.0
baixarà,1.0
contaminació,3.0
actuacions,6.0
tendenciós.,2.0
consens,18.0
agrairiem,1.0
pressió,7.0
d'actuacions,1.0
Dir,2.0
proposar-ho,1.0
gairebé,24.0
solució,8.0
TP,2.0
lectura,2.0
correcta.,1.0
toquen,3.0
"p&amp;R,",1.0
+vehicle,1.0
elèctric+rodalies+bus+metro,1.0
@Blauvermellgroc,2.0
"premsa,",1.0
@KRLS.,10.0
intenta,9.0
desdir-se'n.,1.0
@jaumeclotet,11.0
"mentint,",1.0
votàvem,3.0
calia,6.0
restituir,2.0
num,1.0
"tornar,",2.0
restitueix,3.0
2?,1.0
Parles,1.0
Quim,15.0
Torra?,3.0
cracks!!,1.0
"Junqueres,",1.0
"""tenia",3.0
"assumit""",3.0
podria,37.0
"mentia,",1.0
@alexsastre83,1.0
@TAGranollers,1.0
@JxGranollers,1.0
grandíssima,1.0
renovació.,1.0
"endavant,",2.0
https://t.co/Gs35y9L33A,1.0
votaven,8.0
presencialment.,1.0
JxCAT,13.0
dirigents,4.0
alçada?,1.0
argumentatiu,1.0
fluix...,1.0
fantasmes!,1.0
aprobat,1.0
proposava,1.0
juliol,6.0
tombar.,1.0
"pais,",1.0
gracies,2.0
s'assemblea,1.0
cartell,1.0
presentat.,1.0
Aquestes,4.0
s'assemblen,1.0
https://t.co/xxS2LxAyD7,1.0
convergents,11.0
anònims,2.0
"delicte,",2.0
@JaumeClotet,2.0
@marramiauuuuuu,1.0
Era,5.0
"@SantiVila,",1.0
capdavant,9.0
Cultura,8.0
obres,22.0
marxessin,3.0
MNAC,1.0
"@CUPBarcelona,",1.0
semblen,2.0
precisament,7.0
"PDCaT,",1.0
recordi.,1.0
responsable,13.0
PSOE,36.0
tanqui,1.0
#TramviaBlau.,4.0
signat,6.0
compartit!,1.0
.@ERCbcn,13.0
m'encanta,2.0
Dóna,1.0
visió,3.0
necessària!,1.0
pdecat,11.0
ficant-se,1.0
@LaForja_Jovent,1.0
vas?,1.0
comportaments,1.0
habituals,2.0
pensem.,1.0
reaccionin,1.0
contundència.,1.0
tenia,17.0
peus!,1.0
t'omples,1.0
butxaques,1.0
Vida,1.0
twitter,8.0
altre.,5.0
riota!,1.0
@ERCSantMarti,3.0
"seré,",1.0
víctimes,12.0
preparat,4.0
llarg,4.0
@SextaNocheTV,7.0
representants,3.0
Grup,2.0
Mixt,1.0
vinguin,1.0
ostres,1.0
acabat,9.0
"fent,",1.0
senzill.,1.0
diners,22.0
públics,33.0
@rincewindcat,2.0
assemblees,1.0
simulades.,1.0
d'aturar,1.0
https://t.co/8QmZGCNxzq,1.0
notícia!,2.0
@lizcastro,3.0
@BBCHARDtalk,3.0
l'@ErnestMaragall.,1.0
patriota,2.0
pedra,4.0
picada...,1.0
eurodiputats,2.0
hotels.,2.0
"toca,",1.0
@carlesjulbe,8.0
Increïble,1.0
l'@AdaColau...,1.0
Construir,1.0
l'Hereu,1.0
tela...,1.0
@AdaColau!,2.0
Pell,1.0
gallina,1.0
m’hi,1.0
inscrit!,1.0
@CSoler16,2.0
@ERCbadalona,3.0
@ERC_Esplugues,3.0
@esquerraLH,3.0
@SAB_ERC,3.0
@ErcCornella,3.0
@ERCSantFeliu,3.0
@ERC_SJD,3.0
@ERC_SantJust,3.0
mania,2.0
#TramviaSiPeroNoAixi,1.0
bé @AlfredBosch!!,1.0
like,3.0
manipula,5.0
preocupant...,1.0
pretén,5.0
paguem,1.0
broma!,1.0
#AixíNo,2.0
@ACDretsCivils,1.0
Haurieu,5.0
"decepció,",1.0
@ramoncotarelo.,1.0
tenies,2.0
ideals,3.0
progressistes,1.0
@debolsillo,1.0
l'oposició:,1.0
https://t.co/8NxKVOuWE0,1.0
cantarella,2.0
accio,1.0
decidida,2.0
Republica.,2.0
N�estem,1.0
tips!!,1.0
@AturadaCatalana,3.0
@CatalunyaRadio,6.0
Pep,13.0
Andreu,16.0
sabiem.,1.0
noticia?,1.0
@practiquem,1.0
connectar,1.0
"faries,",1.0
espavilat?,1.0
M’agradaria,2.0
sentir,14.0
"proposta:

1.",1.0
Haguessis,1.0
"Puigdemont?
2.",1.0
DUI,12.0
cop?,1.0
partidari,7.0
forçar,14.0
"referèndum?
3.",1.0
@Mboschm,1.0
fàstic,4.0
#onsonlesdones?,1.0
@orioldebalanzo,1.0
carregar-se,2.0
s'explica,4.0
últims,6.0
"permet,",1.0
"dius,",3.0
mesquí,1.0
l’enemic.,3.0
t’està,1.0
lliçó:,1.0
centra,1.0
opinió,4.0
respectable,1.0
mesquina,1.0
l’enemic,2.0
atribueix,4.0
permet.,1.0
valentia,10.0
"Rovira,",5.0
"Turull,",5.0
"Sànchez,",4.0
Bassa...,1.0
permeti,7.0
@Carlesescario,1.0
(també,2.0
PDeCAT),1.0
conviden,1.0
L’explicació,1.0
donada,1.0
parell,8.0
d’hores:,1.0
exercir,7.0
paral.lel,1.0
mediació,2.0
@Adryltu,1.0
menció!,1.0
processats,2.0
organitzat,4.0
octubre,3.0
preteneu,1.0
Twitter?,1.0
serio?,1.0
Lloc,1.0
@APFfrancophonie,1.0
amenaces.,1.0
pensem,3.0
demagogs,1.0
Estaria,5.0
respectar,5.0
"tant,",13.0
t'hi,2.0
posaràs?,1.0
@jordibofer,1.0
@AccLlibSants,1.0
@SantsTV,1.0
@AssembleaSants,1.0
"fer-ho,",1.0
fomenta,1.0
ús,2.0
privatiu..,1.0
@_javiercardenas,2.0
hase,3.0
digas,2.0
"más""
https://t.co/L6VfOr0Ixa",2.0
@Aurora_Madaula,12.0
@SocialToad,1.0
Gràcia,3.0
"vella,",1.0
caminar.,1.0
Barreges,1.0
conceptes,1.0
Sí?,1.0
@Aurora_Madaula?,1.0
lliçons.,3.0
https://t.co/YkgvCTnCee,1.0
.@btvnoticies,1.0
encertat,1.0
liderada,1.0
covarda!,1.0
https://t.co/muMzNE3eyz,1.0
@martaroqueta,1.0
Eduard..,1.0
na,1.0
Marta,29.0
"absoluta,",1.0
"basurota,",1.0
nose,1.0
goses!!!,1.0
@CarlesUrrieta,1.0
@LaiaRomeroBCN,1.0
esperis,2.0
"resposta,",1.0
@godileaks,1.0
@KasperJuul_0,19.0
"mentit,",1.0
pactat,16.0
@david_casellas,4.0
Díga-li,2.0
proposat.,3.0
Respira,2.0
hiperventiles.,1.0
@atortosas,1.0
aconsegueixi,1.0
urnes,31.0
pactant.,1.0
trama,1.0
inventada...,1.0
@TETAPTH,2.0
Efectiu,1.0
publicat,8.0
DOGC.,1.0
"ser,",2.0
Sànchez.,8.0
@RR_Entesos,11.0
"Bcn,",3.0
punts,9.0
Moncloa,7.0
Ramon.,1.0
sumarà,1.0
opcions,7.0
guanyar?,1.0
pressionar,4.0
Bosch.,6.0
pressionis,1.0
s’uneixi,1.0
@BelOlid,1.0
"Bem,",1.0
mascles!,1.0
republicanes,6.0
"3,",2.0
bravo!,2.0
"guanyar,",4.0
@junecashh,1.0
diria.,1.0
Llegeix,28.0
"l’entrevista.
https://t.co/WKKcvhqW8A",1.0
@perenavarromas,1.0
@MarGurrama,1.0
@Ja_Golo,1.0
@E_ESP_LesRoures,1.0
@hunter_patriot,1.0
@viquirepublica,1.0
@ABalagu,2.0
@NinetaAltreCop,1.0
@alextremp,1.0
@MALPARIT1,1.0
@CatalunyaFreeTV,1.0
@SergiBox77gr,1.0
@ninuandres,1.0
PERE!,1.0
@risquete,1.0
tens?,1.0
greu,19.0
pugui,21.0
presidenta?,1.0
d'investidura,5.0
13,9.0
juny?,2.0
Gràcies.,3.0
.@bcn_ajuntament,1.0
record,6.0
"vot,",1.0
intenció.,1.0
Rectifiqueu?,1.0
https://t.co/sF5GzG8zUn,1.0
@bcnmovilidad,5.0
@Pere_TorresG,2.0
@MJLecha,6.0
@gardanuy_bcn,3.0
@IraidaSais,1.0
Fabular,1.0
‘voteu-me,1.0
tornaré’.,1.0
frau.,1.0
@SergiSarri,1.0
acabats,1.0
"esteu,",1.0
superat,6.0
l'engany,3.0
"""x",1.0
torni,15.0
"President,",8.0
"President""",1.0
"""tornaré",1.0
"investit"".",1.0
sigueu,9.0
"honestos,",1.0
rates!,1.0
@SOSrondaUni,1.0
"sulfuris,",1.0
@Catalonia1640,2.0
https://t.co/g4tYfzb0TP,1.0
@ivanvertigen,1.0
@GerardAlv7,1.0
"singular,",1.0
llegir-te,1.0
@joseppalou,1.0
Holi.,1.0
CEO,3.0
espanyolista?,1.0
#Looser,1.0
toxics,1.0
intoxiques,1.0
@pauv1979,3.0
cup,5.0
demanant,17.0
escocesa,7.0
estiu.,1.0
pases,1.0
d'aquell,4.0
moment?,1.0
trobaras,1.0
https://t.co/sTrhJMWWHH,1.0
decent,2.0
televisió,1.0
"d'opinions,",1.0
fer-los,1.0
cacic.,1.0
inconscient.,1.0
Uau!,1.0
Brillant.,1.0
@lopezbofill,8.0
"Hèctor,",2.0
prou.,11.0
"desobeir,",2.0
firmi,2.0
decrets.,3.0
"Mentrestant,",2.0
petar-se,1.0
votada,4.0
VERGONYA.,1.0
quòrum,1.0
intern,8.0
Patètic,3.0
tirar-nos,1.0
@Burkminster,1.0
vostre.,2.0
"projecte,",5.0
porteu,4.0
messos,2.0
animant,1.0
tornat,25.0
efecto,1.0
boomerang.,1.0
irresponsables,7.0
partidista,4.0
Votar,3.0
@CUPnacional,1.0
garantia,5.0
s'entenen,2.0
coses.,1.0
pagueta.,2.0
positiva,5.0
dissimular.,1.0
https://t.co/d0uCBAMwho,1.0
@pau_loga_,1.0
Te,5.0
suena,2.0
frase,2.0
"""Leer",1.0
hará,1.0
"libres"",",1.0
pues,2.0
eso.,1.0
momento,1.0
"""el",10.0
tranvía,2.0
"Colau""",4.0
sino,1.0
plantea,1.0
bastante,2.0
distinto,1.0
https://t.co/j8y6m8yRe5,2.0
patriota.,1.0
@Mallus_Malleus,3.0
@Pablo14728,1.0
demandat,1.0
l'ARA,5.0
Vanguardia?,1.0
expliquen.,1.0
"Estrany,",1.0
t’equivoques,1.0
DOGC,5.0
ENS,1.0
HO,3.0
DEIXEN,1.0
"lleis,",1.0
"nomenaments,",1.0
d’Alemania,1.0
President.,5.0
"Té,",2.0
llegeix,9.0
https://t.co/af57AZH43C,1.0
atacar,20.0
acrític,1.0
"llegir,",1.0
pur,5.0
odi,4.0
Aixecat,1.0
"perfectament,",1.0
flipo,1.0
caigui,4.0
cuatre,1.0
potes,5.0
comparteixi,1.0
merdess,1.0
FALS.,1.0
"Clar,",1.0
penses,5.0
Critiques,1.0
quelcom,2.0
mentre,20.0
mires.,1.0
TU,1.0
destinats,2.0
fracàs.,5.0
Aprofitar,3.0
noticia,3.0
clàssic,4.0
"partidisme,",1.0
lamentable,15.0
Representa,1.0
absoluta?,1.0
l'estat,22.0
sois,1.0
peor.,2.0
Deja,4.0
"incendiar,",1.0
estrategia,3.0
"nada,",2.0
gente,15.0
llevareis,1.0
desastre.,1.0
Eres,2.0
"indecente,",1.0
contrario,2.0
necesitamos,2.0
lograr,1.0
preocupar,1.0
desaparegut,2.0
faç,1.0
terra.,2.0
viviu,1.0
generar,7.0
innecessàries,1.0
falsos,6.0
debats.,1.0
erre,3.0
erre.,1.0
nena,1.0
petita?,1.0
L'abstenció,1.0
conta.,1.0
"Però:
-",1.0
pacta,5.0
mínima,3.0
"(SEMPRE,",1.0
"fer).

-",1.0
"internacional,",1.0
"vots.

Bneviguda",1.0
N'hi,3.0
prefereixen,2.0
fugir.,1.0
D'altres,1.0
mantenen,1.0
comporti,2.0
maneres,3.0
veure-ho,1.0
compren,1.0
màgim,1.0
tindrem,8.0
@eduguerod,1.0
@albertAEPDA,1.0
governar?,2.0
hagu,1.0
alternativa?,1.0
eh.,3.0
@jimfer1964,1.0
"No,",12.0
proposi.,1.0
@vlopezpaya,1.0
@unisxrepublica,1.0
@JoventRepublica,1.0
@SEPC_nacional,3.0
Vosaltres,3.0
@Nolbun,1.0
L’únic,5.0
l’increment,4.0
"preus,",1.0
negatiu,2.0
vivenda,1.0
protegida,1.0
"barri,",15.0
Gòtic,4.0
degradació.,1.0
També,14.0
s’hagun,1.0
retallat,1.0
107,1.0
socials.,5.0
encertes,1.0
"Això,",3.0
"sofà,",2.0
paraula.,2.0
exiliats,14.0
rentis,1.0
"boca,",1.0
sabata.,1.0
reconeixements,1.0
marxar.,2.0
@MrJaywastaken,1.0
digues:,1.0
surts,3.0
jugar-te,1.0
titllat,2.0
traïdors,7.0
venuts?,1.0
"Demà,",2.0
Tic,1.0
tac,2.0
tic,1.0
aixeca’t,1.0
surt,15.0
t’hi,2.0
veig.,2.0
estiguis,4.0
jutjada,1.0
rebelió,1.0
direm,1.0
venuda,2.0
acabes,4.0
Abans,10.0
oracions:,1.0
votes,1.0
torna.,1.0
alliçonant,1.0
Descanseu,1.0
cansa,2.0
molt.,8.0
mestra,5.0
pactes.,1.0
Ee,1.0
@Bcn_Eixample,2.0
@StAntoniEnComu,2.0
@CUPEixample,2.0
@JERCSantAntoni,2.0
Gràcies!,9.0
decebedora,1.0
resposta..,1.0
:((,2.0
"""solucions",1.0
"imaginatives""",1.0
duen,1.0
gariebé,1.0
anys..,1.0
cobra,5.0
blinda,1.0
krls.,1.0
Pinkman,2.0
m'has,4.0
decepciona.,1.0
respost?,1.0
reacció,10.0
d'acabar,3.0
mandat..?,1.0
Estas,7.0
ninyato,1.0
"noi,",2.0
Dedicat,1.0
videos.,1.0
"convergent,",6.0
falla.,2.0
piulades,3.0
messies,1.0
waterloo,1.0
plantejat,7.0
plantejar,5.0
nacional,9.0
equivocar.,1.0
b,3.0
graupera,2.0
trilers,1.0
can,2.0
convergència,6.0
Posar-se,1.0
maltractadors,1.0
"miserable,",4.0
Kasper,1.0
https://t.co/I7GMUuK2mR,2.0
"base,",1.0
t'ha,3.0
"""plumero"",",1.0
Kasper.,1.0
@JordiGraupera.,8.0
"Llàstima,",2.0
referent,8.0
apartidista,1.0
Casi,4.0
"hahahah,",1.0
típica,2.0
llegint,2.0
Totalment.,1.0
"vaga,",1.0
intoxiquem,1.0
merdes,1.0
simboliques.,1.0
.@KasperJuul_0,1.0
"PAM,",1.0
"2017,",4.0
confiança...,1.0
diga-ho,1.0
"Kasper,",1.0
se't,3.0
llautó!,1.0
servilisme,2.0
digne,5.0
d'estudi.,1.0
escups,1.0
"criteri,",2.0
sac,1.0
caca,3.0
amo.,1.0
llaütó...,1.0
Si!,1.0
alcalde!,1.0
:)))),1.0
Jajajajajajaja,1.0
m’has,2.0
riure!,1.0
"proposaven,",1.0
JxSi,1.0
Imaginat,1.0
paperot,1.0
emmarcar.,1.0
"perduts,",1.0
plorar,1.0
puguis,3.0
https://t.co/0FrfWuQx4B,1.0
@Roville50,1.0
Rovira,22.0
presidenta.,2.0
"sobretot,",4.0
l’endemà,6.0
anessin,1.0
treballar.,5.0
vendre!,1.0
@NUET,4.0
No?,1.0
respongui,1.0
clarament.,2.0
val!,1.0
@korrecaminosbcn,1.0
comissió,21.0
anireu,1.0
eina.,1.0
Prova,1.0
d'això,1.0
adherit,3.0
25.000,2.0
ridícula,1.0
@CarmeVilaC,4.0
@TeresaJorda,10.0
Tardà,10.0
conselelr,1.0
Brusel·les.,1.0
disposat,15.0
"l'acta,",1.0
important.,2.0
Firmo!,1.0
permeten,4.0
volgut,12.0
aconseguit.,2.0
d'enganyar,1.0
@PrimariesxlaREP,2.0
@PrimariesReus,2.0
"Lluís,",1.0
"TL,",1.0
decadència,1.0
excuses...,1.0
envoltats,1.0
opinadors,1.0
solucionistes,1.0
historia,3.0
aporten,2.0
critiques,1.0
menyspreu.,1.0
evidentment,3.0
"problemes,",1.0
expliquen,5.0
com...,1.0
Anaves,1.0
moolt,1.0
"inconscientment,",1.0
vena,1.0
aixxxx,1.0
@sanzmerions,1.0
"Cert,",4.0
"promeses,",1.0
el@ç,1.0
implementat,1.0
decepció.,6.0
Vigila't,1.0
l'alzheimer,1.0
https://t.co/MfefnFv1dR,1.0
@josepcosta,26.0
contestés.,1.0
Sindicatura,8.0
Electoral,12.0
@catsanemay,1.0
@jiru35,1.0
Segur?,5.0
https://t.co/Jxya4lSwOE,1.0
@MariaJOrozco1,6.0
@RaholaOficial,8.0
enganyat,1.0
mooolt,1.0
https://t.co/7EZCpAK6EN,1.0
sacrificar,1.0
renunciant,3.0
(i,11.0
Turull),1.0
sabia,15.0
investir-lo,4.0
dividir.,4.0
pilles,1.0
cadira,5.0
provant,1.0
sectors,2.0
final,18.0
pillar,1.0
algo.,1.0
aprofitat,1.0
t'esperaves?,1.0
probar,1.0
entés.,1.0
"correspon,",1.0
jutjar?,1.0
fotent,2.0
òstia,1.0
campionat,1.0
"Maragall,",6.0
@PZonaFranca,1.0
acto,4.0
Marina.,2.0
¿Estaréis,2.0
pedir,2.0
cierra,2.0
Zona,6.0
Franca?,1.0
https://t.co/kWGskcnp1g,1.0
jxcat?,2.0
d'ERC,55.0
quadraven,1.0
pujaries,1.0
decepcionat,1.0
@asf8213,1.0
l'article?,1.0
Allà,3.0
clubs,1.0
cannàbics,3.0
llicència,1.0
focus,1.0
venda,9.0
marihuana,1.0
"cost,",1.0
atrauen,1.0
@pordoneze,1.0
traves,1.0
"Model,",7.0
"T-16,",1.0
enterraments,7.0
abaratits...,1.0
@regi_pere,1.0
@okdiario,1.0
t'equivoquis.,1.0
formar,13.0
https://t.co/WN77BOaNJT,1.0
reunions,10.0
psoe,1.0
jxcat,5.0
pena.,4.0
proposi,4.0
Torrent,16.0
s’han,5.0
calma.,1.0
Pdecat,6.0
Artadi,3.0
JxCat!,1.0
escrius,2.0
baixes,3.0
coordines,1.0
CDR.,2.0
revolució,6.0
casi,3.0
Paguen,1.0
lapidar,1.0
ERC?,2.0
últimament,4.0
mes.,2.0
Pagueta,1.0
"piular,",1.0
canta,1.0
@alfons_godall,5.0
@Well086,2.0
"#capalacova

https://t.co/jrZ4HJUKPu",1.0
dicotomia,1.0
falsa.,1.0
Ningú,7.0
"tripartit,",1.0
JxCat-ERC.,1.0
discussió,1.0
implementar,10.0
Anar,3.0
assenyalant,1.0
dolents,3.0
consens?,1.0
https://t.co/RlCTi0ejcE,1.0
aquest?,2.0
anomnar-ho,1.0
Junts,10.0
"Cat,",1.0
així?,1.0
hauran,4.0
canviar,10.0
nom?,1.0
representesis,1.0
algú?,1.0
'nosaltres',1.0
Pots,12.0
"troll,",1.0
Marta?,1.0
faras,1.0
favot,1.0
t'hauras,2.0
manjar,1.0
pròpies,4.0
paraules,12.0
disculpar,1.0
"llençant.
https://t.co/hTrVwHwoK2",1.0
@joan_del_bosc,1.0
"d’ERC.
https://t.co/WKKcvhqW8A",1.0
@eloy0107,20.0
d’ell,1.0
miro,1.0
d’alcalde,3.0
(si,1.0
2200,1.0
pressupost),1.0
inclusiu,2.0
hahaha.,3.0
"salut,",2.0
convers,2.0
pugui.,1.0
hiperventilats,3.0
🤪,1.0
pregunta?,1.0
"47,5%?",1.0
díga-li,1.0
diran,3.0
"Blocs,",1.0
sumem.,1.0
eixamplar,9.0
"coi,",1.0
entenem.,1.0
i...?,1.0
dir-me,1.0
"curt,",2.0
escriure,3.0
#miopia,1.0
següent,2.0
evidentment.,1.0
l’ajuntament,6.0
d’on,1.0
"sigui,",2.0
ric,2.0
coherent?,1.0
Parla-ho,1.0
explicarà.,1.0
Aviam,6.0
tornant-hi...,1.0
"despatxos,",1.0
‘crides,1.0
crida,12.0
lícit,1.0
sospitar,1.0
tingut,20.0
ofertes,1.0
"partit,",8.0
acceptat.,1.0
"referèndum,",10.0
pinta.,1.0
totes?,1.0
https://t.co/zJq0fua7JJ,1.0
admetre,6.0
contrari?,1.0
llautó.,1.0
"debatem,",1.0
por?,1.0
"Repeteixo,",1.0
paracaigudista,1.0
ahir?,1.0
sobiranisme.,1.0
entendràs,2.0
Il.lustra’m,2.0
"trolisme,",1.0
L’ERC,1.0
pogués,1.0
poses,3.0
tuit.,2.0
Millor,5.0
"coherència,",3.0
despatx,8.0
NY,1.0
col.legis,4.0
@MTudela,2.0
Set,1.0
@JuntsperPrats,1.0
l’antiga,1.0
protegiu,1.0
"l'amo,",1.0
Rosell,3.0
respont,1.0
@AdriaRal!,1.0
portaveus,3.0
triat,5.0
obertes.,1.0
#juanpalomo,1.0
L’@AlfredBosch,6.0
voltes,4.0
elnacional,1.0
gust.,3.0
@mrialp1,1.0
@FreeJunqueras,2.0
@FreeForn,1.0
@FreeRomeva,1.0
@FreeForcadell,1.0
@FreeRull,1.0
@FreeBassac,1.0
@FreeTurull,1.0
@FreeCuixart,1.0
trobat,6.0
“Free,1.0
Sànchez”.,1.0
Podeu,3.0
@jordialapreso.,2.0
Llibertat!,3.0
@EstelSole,3.0
@Naubostik,4.0
Llogar,6.0
Nau,2.0
Bostik,2.0
300€.,2.0
2.700€,1.0
restants?,1.0
quadra,2.0
gens!,1.0
https://t.co/sGwS8304dh,1.0
@Sergio_bdn,1.0
@lyudmilahoff,1.0
@jsccatalunya,1.0
Cuéntame,1.0
banderas,1.0
favor.,1.0
https://t.co/FP8vDC0eto,1.0
signar,14.0
bcn?,2.0
@espremulla,1.0
opció.,7.0
volieu,1.0
comprovar,5.0
buscant,4.0
Twitter.,5.0
@Grup62,1.0
llibre,13.0
publiques,1.0
"oi,",2.0
Escandalós,1.0
@AdriaRal,2.0
Vau,1.0
"forts,",4.0
representes,2.0
"ningú,",9.0
L'únic,9.0
busques,3.0
poltrona.,1.0
"persones,",3.0
Això!,1.0
https://t.co/sd2PzCJQAY,1.0
"firma,",1.0
"estrany,",2.0
verificar,1.0
firmes,4.0
reals,1.0
inventat?,1.0
OK,1.0
"Diario,",1.0
informació,17.0
és.,4.0
explicacions!,1.0
bus.,1.0
"entenc,",2.0
@enriquemanobens,2.0
#zasca,1.0
signaré,1.0
conegui,1.0
@Jordigraupera.,1.0
guanyar-les,1.0
ell.,7.0
Explica'm,1.0
"mobilitat,",1.0
"turisme,",2.0
etc,2.0
Ells,4.0
"guisen,",1.0
mengen,1.0
baixi,1.0
"nuvol,",1.0
estàn,1.0
jugant?,1.0
enten,1.0
JxCat?,1.0
JO,1.0
@jmasa__,15.0
contradictori,2.0
autoreferenciar-se,1.0
dolça,1.0
minoria.,1.0
Autocomplaença,1.0
prioritat,5.0
alcaldies,1.0
plantejaments.,1.0
incoherència,2.0
personatge.,1.0
Desconec,1.0
obvies,1.0
explicat,32.0
@tboledar,9.0
"experts,",2.0
Menystenir-ho,1.0
coherència.,1.0
tàctic,1.0
"JxCat,",6.0
trasngredir,1.0
blocs,1.0
"comuns,",4.0
https://t.co/1ydUV5ZFUD,1.0
primer.,6.0
Mira’t,1.0
"web,",1.0
gràfic,1.0
d’indepes,2.0
confon.,1.0
autoreferencialitat,1.0
https://t.co/5EG1lRUEAu,1.0
provem,1.0
mestra.,3.0
organitzar,10.0
resistència,2.0
dins.,1.0
L’1O,1.0
l’exemple,3.0
S’ha,4.0
"imaginació,",1.0
"nego,",1.0
seguiré,2.0
fiant,1.0
trimestre.,1.0
l’estona,1.0
és?,11.0
veu...,1.0
"Ell,",2.0
implica,8.0
necessàriament,1.0
argumenti.,1.0
enèssim,1.0
cop:,1.0
autoreferencial.,2.0
l'haguessiu,1.0
l'anaveu,1.0
"incialment,",1.0
desoladora.,1.0
oblidaré,1.0
@gloriaA12393251,1.0
Bèlgica.,3.0
"video,",1.0
territori,3.0
català.,4.0
"una,",3.0
juguem,4.0
@EstradaLaia,1.0
"Mireia,",1.0
vengueu,1.0
fum.,3.0
3),1.0
51%.,5.0
parlo,11.0
d’això.,1.0
preparació.,1.0
l’objectiu:,2.0
"50%,",2.0
https://t.co/TupM2s4n3s,1.0
Pensa,3.0
mossos,13.0
actuat,1.0
focs,1.0
artificials.,1.0
3O,6.0
forçat,3.0
forçat.,1.0
